,0,1,2,3,4,5
0,0.3752343894973902,0.6129548632678306,0.9763386091033694,0.4471741324450127,0.8633149951071979,0.1987923057078238
1,0.5291738455709764,0.9242716675079734,0.4987709509564439,0.413540691655938,0.2189340807891119,0.8532683928568855
2,0.2846134128563434,0.4311859709555662,0.6798679686051404,0.5162865313693327,0.190135624077397,0.1397784010033805
3,0.8451775305739138,0.6085858093233201,0.6711308560158238,0.6070272655028668,0.648992461962417,0.4453273863930771
4,0.5895713828031789,0.790325979045973,0.6876146229351565,0.4627580678457342,0.2468643851488443,0.1166280247596931
5,0.425110096228491,0.3024177151229973,0.5176002554670435,0.6017705376639935,0.765600129699837,0.1489227888569145
6,0.1071483918582425,0.5207008428253087,0.4276920377076457,0.6157135287711458,0.2871213354053092,0.9877801853317794
7,0.7910910394197345,0.6013702742282796,0.3752254857429896,0.2922859704242199,0.1162808135342765,-0.0329861641539219
8,0.6246476653772084,0.581704859330668,0.4235821020860454,0.2700748947917974,0.8632245095819229,0.6408477413092906
9,0.4382513263768497,0.7440791837419946,0.3096121538681219,0.8114560147550414,0.9498850342865162,0.8778383451345928
10,-0.0796872443100005,0.45056839604488597,-0.069180432861637,-0.1757354004610739,-0.0416373332245459,0.42282131211156315
11,0.5558342192361014,0.7961968692468208,0.8808585778469998,0.4535278195186882,0.1013330544187126,0.7543448119927415
12,0.840298363911691,0.7212741409487593,0.314260097197569,0.9489862428719434,0.4831615992473633,0.9665725870566058
13,0.3120357219838774,0.3523655730146319,0.3470800212115592,0.3091053421515013,0.3523655730146319,0.2993435151455675
14,0.1482404575025314,0.4049332201644121,0.1614318855094429,0.490226454491082,0.272333955620285,0.1861794273237365
15,0.0725680000081397,0.0725483607056906,0.46872623726399487,0.0725483607056906,-0.0329861641539219,0.39467140855812705
16,0.45056839604488597,0.42282131211156315,0.45056839604488597,0.42282131211156315,0.993260083794619,0.41151240928524707
17,0.43535363131293187,0.42282131211156315,0.41151240928524707,0.42282131211156315,0.9994607022883077,0.42282131211156315
18,0.6407747104943098,0.9971796303282956,0.1768963190330508,0.582560014670188,0.990061207791354,0.2027719397777848
19,0.8430244327348452,0.232875970244462,0.8605459189425824,0.2057936496756878,0.7008691443626233,0.7669072566267113
20,0.1228758209324625,0.964982238937115,0.5135605696851016,0.2939147458194434,0.5917498488816221,0.337733865014241
21,0.7164427679673376,0.1165074922383614,0.1954239167339799,0.8374910808049816,0.7822051540937003,0.3021439507931664
22,0.9497582632968152,0.5899379073456975,0.4564801507283839,0.469823501609714,0.2988141047620891,0.8181303952431642
23,0.1777147048865508,0.8510118811675026,0.756315161592026,0.1686347795177551,0.4907982111889497,0.4898531445954378
24,0.7964226976692151,0.2215859399879655,0.1266700884095812,0.1956899306243014,0.3757588235801767,0.1043593414640083
25,0.4250785525130891,0.112923434462013,0.41151240928524707,0.3608953980133376,0.105766448067207,0.6487801067739094
26,0.8659111013595723,0.4221552307508057,0.1804778797702667,0.2578033242058121,0.2919475015914414,0.3340510023279418
